brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
Golden Road Brewing,Los Angeles, CA,0.046,Golden Road Hefeweizen (2012),Hefeweizen,16,34.1506265,-118.2744516,4.5
New Republic Brewing Company,College Station, TX,0.056,Skylight,Dunkelweizen,12,30.5655242,-96.3495625,4.6
New Republic Brewing Company,College Station, TX,0.056,Kadigan,American Blonde Ale,12,30.5655242,-96.3495625,4.6
New Republic Brewing Company,College Station, TX,0.052,Dammit Jim!,American Amber / Red Ale,12,30.5655242,-96.3495625,4.6
Infamous Brewing Company,Austin, TX,0.07,Infamous IPA,American IPA,12,30.4068746,-97.9258875,4.7
Infamous Brewing Company,Austin, TX,0.055,Hijack,Cream Ale,12,30.4068746,-97.9258875,4.7
Two Henrys Brewing Company,Plant City, FL,0.045,The Gilded Age,Munich Helles Lager,12,28.0474077,-82.1876441,4.3
Lift Bridge Brewing Company,Stillwater, MN,0.052,Getaway,German Pilsener,16,45.039217,-92.831768,4.7
Lift Bridge Brewing Company,Stillwater, MN,0.06,Farm Girl Saison,Saison / Farmhouse Ale,16,45.039217,-92.831768,4.7
Lucky Town Brewing Company,Jackson, MS,0.038,Pub Ale,English Dark Mild Ale,12,32.3195537,-90.1884929,4.6
Lucky Town Brewing Company,Jackson, MS,0.051,Ballistic Blonde,Belgian Pale Ale,12,32.3195537,-90.1884929,4.6
Quest Brewing Company,Greenville, SC,0.045,Golden Fleece,Belgian Pale Ale,12,34.8465673,-82.3451603,4.7
Quest Brewing Company,Greenville, SC,0.055,Smoking Mirror,American Porter,12,34.8465673,-82.3451603,4.7
Creature Comforts,Athens, GA,0.065,Tropicalia,American IPA,12,40.8949679,-75.3207674,4
Creature Comforts,Athens, GA,0.045,Athena,Berliner Weissbier,12,40.8949679,-75.3207674,4
Half Full Brewery,Stamford, CT,0.07,Pursuit,American IPA,12,41.0395133,-73.5499287,4.6
Half Full Brewery,Stamford, CT,0.052,Half Full Bright Ale,American Blonde Ale,12,41.0395133,-73.5499287,4.6
Southampton Publick House,Southampton, NY,0.035,Montauk Light,Light Lager,12,40.883204,-72.3915307,4.1
Chapman's Brewing,Angola, IN,0.045,Enlighten,Kölsch,16,41.0316669,-85.2585339,4.3
Chapman's Brewing,Angola, IN,0.065,Ale Cider,Fruit / Vegetable Beer,16,41.0316669,-85.2585339,4.3
Chapman's Brewing,Angola, IN,0.055,Pail Ale,American Pale Ale (APA),16,41.0316669,-85.2585339,4.3
Chapman's Brewing,Angola, IN,0.045,Englishman,English Brown Ale,16,41.0316669,-85.2585339,4.3
Barrio Brewing Company,Tucson, AZ,0.06,Barrio Blanco,American IPA,12,32.2145078,-110.9594836,4.5
Barrio Brewing Company,Tucson, AZ,0.045,Barrio Tucson Blonde,American Blonde Ale,12,32.2145078,-110.9594836,4.5
Santa Cruz Mountain Brewing,Santa Cruz, CA,0.089,Giant DIPA,American Double / Imperial IPA,16,36.9591246,-122.0481543,4.6
Santa Cruz Mountain Brewing,Santa Cruz, CA,0.054,Dread Brown Ale,American Brown Ale,12,36.9591246,-122.0481543,4.6
Santa Cruz Mountain Brewing,Santa Cruz, CA,0.07,Casinos IPA,English India Pale Ale (IPA),16,36.9591246,-122.0481543,4.6
Frankenmuth Brewery,Frankenmuth, MI,0.056,Old Detroit,American Amber / Red Ale,12,43.3311219,-83.7377741,4.2
Frankenmuth Brewery,Frankenmuth, MI,0.069,Batch 69 IPA,American IPA,12,43.3311219,-83.7377741,4.2
Frankenmuth Brewery,Frankenmuth, MI,0.055,Twisted Helles Summer Lager,Munich Helles Lager,12,43.3311219,-83.7377741,4.2
Meckley's Cidery,Somerset Center, MI,0.069,Bushwhacker Cider,Cider,16,42.0589973,-84.4058646,4.5
Meckley's Cidery,Somerset Center, MI,0.069,Weim-R-Iner,Cider,16,42.0589973,-84.4058646,4.5
Meckley's Cidery,Somerset Center, MI,0.069,Cherry Bomb,Cider,16,42.0589973,-84.4058646,4.5
Stillwater Artisanal Ales,Baltimore, MD,0.05,Brontide,American Black Ale,12,,,
Stillwater Artisanal Ales,Baltimore, MD,0.05,Brontide,American Black Ale,12,,,
Stillwater Artisanal Ales,Baltimore, MD,0.045,Classique,Saison / Farmhouse Ale,12,,,
Finch's Beer Company,Chicago, IL,0.09,Hardcore Chimera,American Double / Imperial IPA,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.08,Sobek & Set,American Black Ale,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.086,Nuclear Winter,Belgian Strong Dark Ale,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.05,Wet Hot American Wheat Ale,American Pale Wheat Ale,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.053,Secret Stache Stout,American Stout,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.08,Fascist Pig Ale,American Amber / Red Ale,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.055,Cut Throat Pale Ale,American Pale Ale (APA),16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.075,Threadless IPA,American IPA,16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.055,Cut Throat Pale Ale (2011),American Pale Ale (APA),16,41.886288,-87.6720239,4.4
Finch's Beer Company,Chicago, IL,0.047,Golden Wing Blonde Ale,American Blonde Ale,16,41.886288,-87.6720239,4.4
South Austin Brewery,South Austin, TX,0.07,LuckenBock,Bock,16,30.2174931,-97.7612044,4.8
South Austin Brewery,South Austin, TX,0.055,Texas Pale Ale (TPA),American IPA,16,30.2174931,-97.7612044,4.8
South Austin Brewery,South Austin, TX,0.08,6 String Saison,Saison / Farmhouse Ale,16,30.2174931,-97.7612044,4.8
South Austin Brewery,South Austin, TX,0.05,Kol' Beer,Kölsch,16,30.2174931,-97.7612044,4.8
Bauhaus Brew Labs,Minneapolis, MN,0.054,Wagon Party,California Common / Steam Beer,12,45.000928,-93.2447098,4.5
Bauhaus Brew Labs,Minneapolis, MN,0.067,Sky-Five,American IPA,12,45.000928,-93.2447098,4.5
Bauhaus Brew Labs,Minneapolis, MN,0.05,Stargrazer,Schwarzbier,12,45.000928,-93.2447098,4.5
Bauhaus Brew Labs,Minneapolis, MN,0.054,Wonderstuff,German Pilsener,12,45.000928,-93.2447098,4.5
Ozark Beer Company,Rogers, AR,0.04,Ozark American Pale Ale,American Pale Ale (APA),12,36.3336597,-94.1148094,4.7
Mountain Town Brewing Company ,Mount Pleasant, MI,0.082,Train Wreck,American Amber / Red Ale,16,43.5963251,-84.8101947,4.4
Otter Creek Brewing,Waterbury, VT,0.055,Overgrown American Pale Ale,American Pale Ale (APA),12,44.0293542,-73.1724591,4.5
The Brewer's Art,Baltimore, MD,0.05,Birdhouse Pale Ale,Belgian Pale Ale,12,39.3027614,-76.6163918,4.6
The Brewer's Art,Baltimore, MD,0.073,Ozzy,Belgian Pale Ale,12,39.3027614,-76.6163918,4.6
The Brewer's Art,Baltimore, MD,0.07,Resurrection,Dubbel,12,39.3027614,-76.6163918,4.6
Denver Beer Company,Denver, CO,0.07,Incredible Pedal IPA,American IPA,12,39.758234,-105.0073697,4.5
Denver Beer Company,Denver, CO,0.05,Graham Cracker Porter,American Porter,12,39.758234,-105.0073697,4.5
Ska Brewing Company,Durango, CO,0.045,Rudie Session IPA,American IPA,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.074,Taster's Choice,Doppelbock,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.068,Modus Hoperandi,American IPA,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.058,Estival Cream Stout,American Stout,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.058,Vernal Minthe Stout,American Stout,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.08,Hibernal Vinifera Stout,Foreign / Export Stout,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,,Autumnal Molé Stout,American Stout,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.042,Mexican Logger,American Pale Lager,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.053,True Blonde Ale,American Blonde Ale,12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.061,Euphoria Pale Ale,American Pale Ale (APA),12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.057,ESB Special Ale,Extra Special / Strong Bitter (ESB),12,37.2388022,-107.8761503,4.6
Ska Brewing Company,Durango, CO,0.068,Modus Hoperandi,American IPA,12,37.2388022,-107.8761503,4.6
Tractor Brewing Company,Albuquerque, NM,0.062,Almanac IPA,American IPA,12,35.079277,-106.6067045,4.3
Tractor Brewing Company,Albuquerque, NM,0.065,Milk Mustachio Stout,Milk / Sweet Stout,12,35.079277,-106.6067045,4.3
Tractor Brewing Company,Albuquerque, NM,0.06,Farmer's Tan Red Ale,American Amber / Red Ale,12,35.079277,-106.6067045,4.3
Peak Organic Brewing Company,Portland, ME,0.046,Fresh Cut Pilsner,American Pilsner,12,,,
Peak Organic Brewing Company,Portland, ME,0.05,Summer Session Ale,American Pale Wheat Ale,12,,,
Cape Cod Beer,Hyannis, MA,0.055,Cape Cod Red,American Amber / Red Ale,16,41.6781432,-70.310088,4.6
Cape Cod Beer,Hyannis, MA,0.049,Beach Blonde,American Blonde Ale,16,41.6781432,-70.310088,4.6
Long Trail Brewing Company,Bridgewater Corners, VT,0.059,Long Trail IPA,English India Pale Ale (IPA),12,43.588444,-72.659655,4.6
Long Trail Brewing Company,Bridgewater Corners, VT,0.046,Long Trail Ale,American Amber / Red Ale,12,43.588444,-72.659655,4.6
Long Trail Brewing Company,Bridgewater Corners, VT,0.072,Double Bag,Altbier,16,43.588444,-72.659655,4.6
Long Trail Brewing Company,Bridgewater Corners, VT,0.04,Blackbeary Wheat,Fruit / Vegetable Beer,12,43.588444,-72.659655,4.6
Long Trail Brewing Company,Bridgewater Corners, VT,0.046,Long Trail Ale (1),Altbier,12,43.588444,-72.659655,4.6
Great Raft Brewing Company,Shreveport, LA,0.052,Commotion APA,American Pale Ale (APA),12,32.4885862,-93.7561265,4.7
Great Raft Brewing Company,Shreveport, LA,0.052,Southern Drawl Pale Lager,American Pale Lager,12,32.4885862,-93.7561265,4.7
Alaskan Brewing Company,Juneau, AK,0.053,Freeride APA,American Pale Ale (APA),12,58.3575734,-134.4863484,4.8
Alaskan Brewing Company,Juneau, AK,0.053,Alaskan Amber,Altbier,12,58.3575734,-134.4863484,4.8
Notch Brewing Company,Ipswich, MA,0.043,Left of the Dial IPA,American IPA,12,42.5197343,-70.8906942,4.6
Notch Brewing Company,Ipswich, MA,0.04,Notch Session Pils,Czech Pilsener,12,42.5197343,-70.8906942,4.6
The Alchemist,Waterbury, VT,0.06,Petit Mutant,American Wild Ale,16,40.7241978,-73.9912267,4.5
The Alchemist,Waterbury, VT,0.096,The Crusher,American Double / Imperial IPA,16,40.7241978,-73.9912267,4.5
The Alchemist,Waterbury, VT,0.08,Beelzebub,American Double / Imperial Stout,16,40.7241978,-73.9912267,4.5
The Alchemist,Waterbury, VT,0.07,Focal Banger,American IPA,16,40.7241978,-73.9912267,4.5
The Alchemist,Waterbury, VT,0.08,Heady Topper,American Double / Imperial IPA,16,40.7241978,-73.9912267,4.5
The Alchemist,Waterbury, VT,0.08,Heady Topper,American Double / Imperial IPA,16,40.7241978,-73.9912267,4.5
Three Notch'd Brewing Company,Charlottesville, VA,0.053,Hydraulion Red,Irish Red Ale,12,38.0261147,-78.4821819,4.4
Three Notch'd Brewing Company,Charlottesville, VA,0.06,40 Mile IPA,American IPA,12,38.0261147,-78.4821819,4.4
Portside Brewery,Cleveland, OH,0.099,Big Chuck Barleywine,American Barleywine,12,41.5014706,-81.7031463,4.3
Otter Creek Brewing,Middlebury, VT,0.055,Fresh Slice White IPA,American White IPA,12,44.0293542,-73.1724591,4.5
Montauk Brewing Company,Montauk, NY,0.056,Montauk Summer Ale,American Blonde Ale,12,41.0366228,-71.9439904,4.7
Montauk Brewing Company,Montauk, NY,0.06,Driftwood Ale,Extra Special / Strong Bitter (ESB),12,41.0366228,-71.9439904,4.7
Indeed Brewing Company,Minneapolis, MN,0.068,Let It Ride IPA,American IPA,12,45.0033698,-93.2515313,4.6
Indeed Brewing Company,Minneapolis, MN,0.065,Stir Crazy Winter Ale,Winter Warmer,12,45.0033698,-93.2515313,4.6
Indeed Brewing Company,Minneapolis, MN,0.05,Sweet Yamma Jamma Ale,Fruit / Vegetable Beer,12,45.0033698,-93.2515313,4.6
Indeed Brewing Company,Minneapolis, MN,0.046,Shenanigans Summer Ale,American Pale Wheat Ale,12,45.0033698,-93.2515313,4.6
Indeed Brewing Company,Minneapolis, MN,0.065,Midnight Ryder,American Black Ale,12,45.0033698,-93.2515313,4.6
Indeed Brewing Company,Minneapolis, MN,0.054,Day Tripper Pale Ale,American Pale Ale (APA),12,45.0033698,-93.2515313,4.6
Berkshire Brewing Company,South Deerfield, MA,0.055,Lost Sailor IPA,English India Pale Ale (IPA),12,42.4786779,-72.6093558,4.7
Berkshire Brewing Company,South Deerfield, MA,0.053,Steel Rail Extra Pale Ale,American Pale Ale (APA),12,42.4786779,-72.6093558,4.7
Foolproof Brewing Company,Pawtucket, RI,0.078,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12,41.8702585,-71.4081267,4.6
Foolproof Brewing Company,Pawtucket, RI,0.06,Backyahd IPA,American IPA,12,41.8702585,-71.4081267,4.6
Foolproof Brewing Company,Pawtucket, RI,0.065,Raincloud Robust Porter,American Porter,12,41.8702585,-71.4081267,4.6
Foolproof Brewing Company,Pawtucket, RI,0.045,Barstool American Golden Ale,American Blonde Ale,12,41.8702585,-71.4081267,4.6
Headlands Brewing Company,Mill Valley, CA,0.076,Groupe G,Belgian IPA,16,,,
Headlands Brewing Company,Mill Valley, CA,0.062,Pt. Bonita Rustic Lager,American Pale Lager,16,,,
Headlands Brewing Company,Mill Valley, CA,0.088,Hill 88 Double IPA,American Double / Imperial IPA,16,,,
Bolero Snort Brewery,Ridgefield Park, NJ,0.042,Longhop IPA,American IPA,16,40.8604813,-74.029463,4.2
Bolero Snort Brewery,Ridgefield Park, NJ,0.04,Lucky Buck,Irish Dry Stout,16,40.8604813,-74.029463,4.2
Thunderhead Brewing Company,Kearney, NE,0.052,Leatherhead Red,American Amber / Red Ale,12,41.2348193,-96.1224875,4.7
Thunderhead Brewing Company,Kearney, NE,0.065,Cropduster Mid-American IPA,American IPA,12,41.2348193,-96.1224875,4.7
Thunderhead Brewing Company,Kearney, NE,0.075,Golden Frau Honey Wheat,Braggot,12,41.2348193,-96.1224875,4.7
Thunderhead Brewing Company,Kearney, NE,,Cornstalker Dark Wheat,American Dark Wheat Ale,12,41.2348193,-96.1224875,4.7
Defiance Brewing Company,Hays, KS,0.045,Thrasher Session India Pale Ale,American IPA,12,41.0584046,-74.022847,4.4
Defiance Brewing Company,Hays, KS,0.05,Gutch English Style Mild Ale,English Pale Mild Ale,12,41.0584046,-74.022847,4.4
Milwaukee Brewing Company,Milwaukee, WI,0.087,Hop Freak,American Double / Imperial IPA,16,43.0453548,-87.9222834,4.3
Milwaukee Brewing Company,Milwaukee, WI,0.051,Louie's Demise Amber Ale,American Amber / Red Ale,16,43.0453548,-87.9222834,4.3
Milwaukee Brewing Company,Milwaukee, WI,0.075,Hop Happy,American IPA,16,43.0453548,-87.9222834,4.3
Milwaukee Brewing Company,Milwaukee, WI,0.065,Booyah Farmhouse Ale,Saison / Farmhouse Ale,16,43.0453548,-87.9222834,4.3
Milwaukee Brewing Company,Milwaukee, WI,0.092,O-Gii,Witbier,16,43.0453548,-87.9222834,4.3
Milwaukee Brewing Company,Milwaukee, WI,0.048,Flaming Damsel Lager (2010),Vienna Lager,16,43.0453548,-87.9222834,4.3
Milwaukee Brewing Company,Milwaukee, WI,0.051,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,16,43.0453548,-87.9222834,4.3
Catawba Island Brewing,Port Clinton, OH,0.048,Whitecap Wit,Witbier,16,41.517826,-82.888763,4.6
Catawba Island Brewing,Port Clinton, OH,0.078,Seiche Scottish Ale,Scottish Ale,16,41.517826,-82.888763,4.6
Back Forty Beer Company,Gadsden, AL,0.06,Truck Stop Honey Brown Ale,English Brown Ale,12,34.0159435,-86.0056992,4.7
Back Forty Beer Company,Gadsden, AL,0.06,Naked Pig Pale Ale,American Pale Ale (APA),12,34.0159435,-86.0056992,4.7
Four Corners Brewing Company,Dallas, TX,0.076,El Chingon IPA,American IPA,12,32.772085,-96.791787,4.6
Four Corners Brewing Company,Dallas, TX,0.057,Block Party Robust Porter,American Porter,12,32.772085,-96.791787,4.6
Four Corners Brewing Company,Dallas, TX,0.052,Local Buzz,American Blonde Ale,12,32.772085,-96.791787,4.6
Saint Archer Brewery,San Diego, CA,0.05,Saint Archer White Ale,Witbier,12,32.880513,-117.1631262,4.2
Saint Archer Brewery,San Diego, CA,0.068,Saint Archer IPA,American IPA,12,32.880513,-117.1631262,4.2
Saint Archer Brewery,San Diego, CA,0.052,Saint Archer Pale Ale,American Pale Ale (APA),12,32.880513,-117.1631262,4.2
Saint Archer Brewery,San Diego, CA,0.048,Saint Archer Blonde,Kölsch,12,32.880513,-117.1631262,4.2
Rogue Ales,Newport, OR,0.051,Rogue American Amber Ale,American Amber / Red Ale,16,40.496189,-74.4442862,4.3
Hale's Ales,Seattle, WA,0.069,Supergoose IPA,American IPA,12,40.0289201,-83.1190345,4.4
Hale's Ales,Seattle, WA,0.047,Hale's Pale American Ale,American Pale Ale (APA),12,40.0289201,-83.1190345,4.4
Tommyknocker Brewery,Idaho Springs, CO,0.073,IPA & a Half,American IPA,12,39.7416177,-105.5176646,4.4
Tommyknocker Brewery,Idaho Springs, CO,0.055,Ornery Amber Lager (2003),Vienna Lager,12,39.7416177,-105.5176646,4.4
Baxter Brewing Company,Lewiston, ME,0.053,Tarnation California-Style Lager,California Common / Steam Beer,12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.07,On the Count of 3 (2015),Hefeweizen,16,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.047,Summer Swelter,American Pale Wheat Ale,12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.068,Phantom Punch Winter Stout,Foreign / Export Stout,12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.066,Hayride Autumn Ale,Rye Beer,12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.047,Celsius Summer Ale (2012),American Pale Wheat Ale,12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.055,Amber Road,American Amber / Red Ale,12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.049,Pamola Xtra Pale Ale,American Pale Ale (APA),12,44.0952036,-70.219123,4.5
Baxter Brewing Company,Lewiston, ME,0.069,Stowaway IPA,American IPA,12,44.0952036,-70.219123,4.5
Northampton Brewery,Northamtpon, MA,0.069,Blue Boots IPA,American IPA,16,42.3173649,-72.6303392,4.4
Black Shirt Brewing Company,Denver, CO,0.071,American India Red Ale,American Strong Ale,12,39.7697399,-104.9728322,4.7
Black Shirt Brewing Company,Denver, CO,0.071,American Red Porter,American Porter,12,39.7697399,-104.9728322,4.7
Black Shirt Brewing Company,Denver, CO,0.078,American Red Saison,Saison / Farmhouse Ale,12,39.7697399,-104.9728322,4.7
Black Shirt Brewing Company,Denver, CO,0.066,Colorado Red Ale,American Amber / Red Ale,12,39.7697399,-104.9728322,4.7
Wachusett Brewing Company,Westminster, MA,0.04,Wachusett Light IPA,American IPA,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.06,Green Monsta IPA,American IPA,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.056,Wachusett IPA,American IPA,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.047,Strawberry White,Witbier,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.085,Larry Imperial IPA,American Double / Imperial IPA,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.047,Wachusett Summer,American Pale Wheat Ale,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.051,Country Pale Ale,English Pale Ale,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.04,Wachusett Light IPA (2013),American IPA,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.052,Pumpkan,Pumpkin Ale,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.045,Wachusett Blueberry Ale,Fruit / Vegetable Beer,12,42.5584727,-71.8706864,4.6
Wachusett Brewing Company,Westminster, MA,0.06,Green Monsta IPA,American IPA,12,42.5584727,-71.8706864,4.6
Widmer Brothers Brewing Company,Portland, OR,0.049,Hefe Lemon,Radler,12,45.5411986,-122.6764179,4.1
Widmer Brothers Brewing Company,Portland, OR,0.049,Hefe Black,Hefeweizen,12,45.5411986,-122.6764179,4.1
Widmer Brothers Brewing Company,Portland, OR,0.049,Widmer Brothers Hefeweizen,Hefeweizen,12,45.5411986,-122.6764179,4.1
Hop Farm Brewing Company,Pittsburgh, PA,0.042,Provision,Saison / Farmhouse Ale,12,40.4845124,-79.9480268,4.6
Hop Farm Brewing Company,Pittsburgh, PA,0.047,One Nut Brown,American Brown Ale,12,40.4845124,-79.9480268,4.6
Hop Farm Brewing Company,Pittsburgh, PA,0.058,Hop Farm IPA,American IPA,12,40.4845124,-79.9480268,4.6
Liquid Hero Brewery,York, PA,0.058,Adam's Stout,American Stout,12,39.9666337,-76.7286051,4.8
Liquid Hero Brewery,York, PA,0.057,American Hero,American Amber / Red Ale,12,39.9666337,-76.7286051,4.8
Liquid Hero Brewery,York, PA,0.052,Schweet Ale,Fruit / Vegetable Beer,12,39.9666337,-76.7286051,4.8
Liquid Hero Brewery,York, PA,0.065,Irregardless IPA,American IPA,12,39.9666337,-76.7286051,4.8
Matt Brewing Company,Utica, NY,0.065,Our Legacy IPA,American IPA,12,43.1044459,-75.2455361,4.6
Matt Brewing Company,Utica, NY,0.042,Saranac Shandy,Shandy,12,43.1044459,-75.2455361,4.6
Matt Brewing Company,Utica, NY,0.065,Our Legacy IPA,American IPA,16,43.1044459,-75.2455361,4.6
Matt Brewing Company,Utica, NY,0.051,Saranac Golden Pilsener (2003),German Pilsener,12,43.1044459,-75.2455361,4.6
Matt Brewing Company,Utica, NY,0.045,Saranac Adirondack Light (2002),Light Lager,12,43.1044459,-75.2455361,4.6
